seed,epoch,train_loss,train_acc,val_acc,val_f1,lr
1,1,0.6437129693487711,0.6690119696254666,0.67360454115421,0.7503125205605632,0.00011899765906637908
1,2,0.5789898769345296,0.7198721523874898,0.7159198417476563,0.7657945118059988,0.00011899765906637908
1,3,0.543045670854022,0.7426745034106997,0.7352713511653909,0.7866056572379367,0.00011899765906637908
1,4,0.5231362798304072,0.7417306619760607,0.7320891029500302,0.7664392292119667,0.00011899765906637908
1,5,0.5084676430120938,0.7539362478012784,0.7459361830222757,0.7948326156410612,0.00011899765906637908
1,6,0.49618597640571427,0.7718477841177228,0.7600412832200911,0.7962313759859773,0.00011899765906637908
1,7,0.48894916005390093,0.7622592131794586,0.7524726928700438,0.7854800238521169,0.00011899765906637908
1,8,0.47989528352748145,0.7752799347891373,0.7623634643502193,0.7984829698782,0.00011899765906637908
1,9,0.47524468322084384,0.7837316058174953,0.7723402425389181,0.8180881039103841,0.00011899765906637908
1,10,0.4671819540832825,0.792655197563173,0.7792207792207793,0.8171001068756679,0.00011899765906637908
1,11,0.46468881059503037,0.7841177227680295,0.7722542358303948,0.8194463384699304,0.00011899765906637908
1,12,0.4583764863285791,0.8002059290402849,0.7834351079384192,0.8197308132875143,0.00011899765906637908
1,13,0.451115097433266,0.7928911579218327,0.7750064505031392,0.814625850340136,0.00011899765906637908
1,14,0.450417044049315,0.7976532669784203,0.7782747054270233,0.8198210791165781,0.00011899765906637908
1,15,0.44492669376894706,0.7979321292204727,0.7783607121355466,0.8166488794023479,0.00011899765906637908
1,16,0.4374511496144846,0.8026727873353641,0.785327255525931,0.8282174810736408,0.00011899765906637908
1,17,0.43446006501005846,0.7991762838388605,0.7779306785929303,0.8211415904682737,0.00011899765906637908
1,18,0.43252616380958864,0.8098588528036381,0.7886815171583383,0.8255838716547171,0.00011899765906637908
1,19,0.4270726602350792,0.8031232571109872,0.7780166853014535,0.8208012219676456,0.00011899765906637908
1,20,0.4233935192899255,0.7944141747822729,0.7685559473638944,0.7956874952547263,0.00011899765906637908
1,21,0.4211302713525664,0.79964820455618,0.7714801754536854,0.8108492916637005,0.00011899765906637908
1,22,0.4180129614722862,0.7962804067098546,0.7627934978928357,0.7845649117325418,5.949882953318954e-05
1,23,0.3933388975408272,0.8274057231112446,0.7943579599208739,0.8324574311540887,5.949882953318954e-05
1,24,0.38983179482004604,0.8267621948603544,0.7845531951492216,0.8150062772321099,5.949882953318954e-05
1,25,0.3836381945814516,0.8411343257969025,0.7984862819299905,0.8295876063713724,5.949882953318954e-05
1,26,0.3802705052389009,0.8410699729718135,0.7960780940913391,0.829412187927189,5.949882953318954e-05
1,27,0.37642856774154615,0.8466901196962546,0.7991743355981766,0.8306129851287631,5.949882953318954e-05
1,28,0.374796164592489,0.8497576043588313,0.8014105100197816,0.8332249909714698,5.949882953318954e-05
1,29,0.36898131488224545,0.8418636578145781,0.7990883288896534,0.8376876042245692,5.949882953318954e-05
1,30,0.3676678939974238,0.8503367797846325,0.799604369140793,0.828777189888301,5.949882953318954e-05
1,31,0.36391534719224133,0.8592174696469175,0.8027866173561538,0.830912174618391,5.949882953318954e-05
1,32,0.3607052140811465,0.8591531168218285,0.8026146039391072,0.8306148055207027,5.949882953318954e-05
1,33,0.3571429067141526,0.8569007679437127,0.7996903758493162,0.8336309736409744,5.949882953318954e-05
1,34,0.35269711866736375,0.8614269166416406,0.8051948051948052,0.8364975095647152,5.949882953318954e-05
1,35,0.3527173797191506,0.8648590673130551,0.8047647716521888,0.8342581775700935,5.949882953318954e-05
1,36,0.34873433466803344,0.861705778883693,0.8014105100197816,0.8355530232889395,5.949882953318954e-05
1,37,0.3443173067126016,0.8676691406752757,0.8037326911499096,0.8325752017608217,5.949882953318954e-05
1,38,0.34156969471697674,0.8679909048007207,0.8059688655715146,0.8384185646755479,5.949882953318954e-05
1,39,0.33752913455525557,0.8664249860568879,0.7985722886385138,0.8300188706633764,5.949882953318954e-05
1,40,0.3367370501748127,0.8646445578960916,0.8042487314010492,0.8377530652979754,5.949882953318954e-05
1,41,0.3364427481095167,0.8725814063237376,0.8077750064505032,0.8401859134787272,5.949882953318954e-05
1,42,0.33171319335812877,0.8733536402248059,0.8023565838135375,0.8327997671711292,5.949882953318954e-05
1,43,0.32819208081095186,0.8721738384315072,0.7997763825578396,0.8328786791098349,5.949882953318954e-05
1,44,0.32687471440243565,0.8785662190570166,0.8013245033112583,0.8303964757709251,5.949882953318954e-05
1,45,0.32321526251167215,0.8748766570852461,0.802528597230584,0.8347012239020878,2.974941476659477e-05
1,46,0.3038199467161682,0.8950834441631987,0.8099251741635848,0.8364900858242084,2.974941476659477e-05
1,47,0.2967639446087216,0.8987086533098803,0.8117313150425733,0.840718911445827,2.974941476659477e-05
1,48,0.29355591299543154,0.8992020249688961,0.8115593016255268,0.8412433881602782,2.974941476659477e-05
1,49,0.29119961557113055,0.9005319833540693,0.8074309796164101,0.8349428676741615,2.974941476659477e-05
1,50,0.2873890170019368,0.8989875155519327,0.8056248387374215,0.8356124527203957,2.974941476659477e-05
1,51,0.286288994642251,0.9061306791368141,0.8053668186118518,0.831609494754074,1.4874707383297385e-05
1,52,0.2720115025243252,0.9071174224548457,0.8092371204953986,0.83932193567082,1.4874707383297385e-05
1,53,0.2692486209880943,0.9052726414689605,0.8131934290874688,0.8444571755943856,1.4874707383297385e-05
1,54,0.2674174686832529,0.9177356385945343,0.812591382127806,0.8358321404354705,1.4874707383297385e-05
1,55,0.2676995720464529,0.913617057788837,0.8086350735357358,0.8362405240303231,1.4874707383297385e-05
1,56,0.2638181010415806,0.9090909090909091,0.8131074223789455,0.8439048918899504,1.4874707383297385e-05
1,57,0.2639782451103745,0.9197305761722939,0.8079470198675497,0.8338912445138734,7.4373536916486925e-06
1,58,0.2549478662556635,0.9212964949161269,0.8137094693386084,0.8406884377758164,7.4373536916486925e-06
1,59,0.2558383307106027,0.9211463383242524,0.8150855766749806,0.842536985498755,7.4373536916486925e-06
1,60,0.25280421369170597,0.9214681024496976,0.8136234626300851,0.8412803046949389,7.4373536916486925e-06
1,61,0.25285995833671937,0.9262087605645888,0.8134514492130386,0.8389874545319576,7.4373536916486925e-06
1,62,0.25327050221759567,0.9221545325839804,0.8131934290874688,0.8417601631939385,7.4373536916486925e-06
1,63,0.25102846688390407,0.9245784889956669,0.8149995699664574,0.8421284403669724,3.7186768458243463e-06
1,64,0.2487867464122791,0.9275172680080656,0.8133654425045154,0.8394020130254588,3.7186768458243463e-06
1,65,0.24549754999210088,0.9225621004762109,0.8137094693386084,0.8429524361948956,3.7186768458243463e-06
1,66,0.2434882734230911,0.9241494701617401,0.8127633955448526,0.8408742051019662,3.7186768458243463e-06
1,67,0.24582226266987386,0.9283967566176156,0.8137954760471316,0.8402096095652816,1.8593384229121731e-06
1,68,0.24403804438156307,0.9282895019091338,0.815515610217597,0.8417558096643305,1.8593384229121731e-06
1,69,0.24483510419317867,0.9226693551846926,0.8152575900920271,0.8445055740553062,1.8593384229121731e-06
1,70,0.241188093604992,0.9274743661246728,0.8151715833835039,0.8426217502746247,1.8593384229121731e-06
1,71,0.24440797095163955,0.928053541550474,0.8124193687107595,0.8377835626626999,1.8593384229121731e-06
1,72,0.24061461839276885,0.9247929984126303,0.8125053754192827,0.8409455712826499,9.296692114560866e-07
1,73,0.24258643145946632,0.9282680509674375,0.8141395028812247,0.8407868562587489,9.296692114560866e-07
1,74,0.2396973584094529,0.9241923720451328,0.8137954760471316,0.8427170359607701,9.296692114560866e-07
1,75,0.23970235777684246,0.9298983225363594,0.8121613485851896,0.8377896613190731,9.296692114560866e-07
1,76,0.23984649823824714,0.9274958170663692,0.8144835297153178,0.8425432513322141,4.648346057280433e-07
1,77,0.23911177440585968,0.928739971684757,0.8167197041369226,0.84322813212683,4.648346057280433e-07
1,78,0.2359231262734265,0.9230769230769231,0.8133654425045154,0.8436148746036322,4.648346057280433e-07
1,79,0.23814143531391727,0.9270024454073534,0.8137954760471316,0.8417513339668153,4.648346057280433e-07
1,80,0.24061710182608537,0.9239349607447767,0.8131934290874688,0.8425402348847325,4.648346057280433e-07
1,81,0.2388418246608959,0.9311424771547471,0.8143975230067946,0.8405261602128289,2.3241730286402164e-07
1,82,0.2419103875579181,0.9256724870221803,0.8149135632579341,0.8437862950058072,2.3241730286402164e-07
1,83,0.23905863821266127,0.9239778626281694,0.8147415498408875,0.8440034762456546,2.3241730286402164e-07
1,84,0.24285709090923074,0.9285254622677935,0.8128494022533758,0.8397879546458548,2.3241730286402164e-07
