seed,val_acc,val_f1
0,0.8055555555555556,0.8236562036912299
1,0.8028817587641117,0.8204087156584111
2,0.8057040998217468,0.8232910024317752
3,0.8112002376708259,0.8264372524921481
4,0.8013963161021984,0.8171748940243402
mean,0.8053475935828878,0.8221936136595808
std,0.00335012605086406,0.0031535792335382934
